pred,true,score
clwhpvgr,clwhpvgr,8
iwhhakip,vhhhakip,6
rgdcgrdz,rgqpgrdz,6
hrfzvkxw,uefzikxw,5
dnubrilg,qnubrilg,7
ggnffbar,ggnfsbar,7
kjcvkhwf,kwcvkhwf,7
bqkhkksg,bdkhxksg,6
annzabaq,annzabaq,8
lytmxllx,lytmxllx,8
oixergah,bvxergah,6
fxzbnxue,fkzbnxur,6
eqhoitdt,eqhoitdt,8
vyrunlcw,iyrhnlcw,6
gzfjunco,gzsjunco,7
xhistpnf,khistpnf,7
lenijczm,yeaijczm,6
ajczupbd,ajczucbd,7
qzietivx,dmvetivx,5
hqjvgpqm,hqjvgpqm,8
prjryovo,prjryovo,8
zwipgnsm,zwipgnsm,8
kttixxdv,ktgixxdv,7
ezzoxgdp,ezzoxgdp,8
vcnrmnqx,icnrmnqx,7
ryuudwsy,ryuudwsy,8
qzvvgyzf,dmivgyzf,5
yvcuhnok,yvcuhnok,8
goyskgye,golskgye,7
pjddbouz,pwddbouz,7
gexskipb,gexskipb,8
pnwfyyre,pnwfyyre,8
iaydtxnq,inydtxnq,7
srbeloei,febeloei,6
iyubtjbk,iyubgjbk,7
kwqjgawb,kwqjgawb,8
whosdqqo,juosdqqo,6
vmnjrddl,vzajrddl,6
bfliqidi,bsliqidi,7
lloaaoge,lloaaoge,8
furupgkp,sueupgkp,6
qnhofois,qnhofois,8
uqfsjfwg,udfsjfwg,7
gwnhlllj,gwnhlllj,8
xfmeoaye,xfzeoaye,7
vvqgsewt,ivqgsewt,7
sblfiesc,sblfiesc,8
hyteatti,hygeagti,6
yculkjox,yculkjox,8
qvzppjvi,dizppjvi,6
kluwrvhz,xlhwrvgz,5
rueragyj,rheragyj,7
txzxvugf,tkzxvugf,7
upjbnkmh,upjbnkmh,8
okcmpkyp,okcmpkyp,8
vrphkvip,vrphkvip,8
nfgpjhch,afgpjhch,7
whmmvuoe,whmmvuoe,8
fdbzztpf,fdbzztpf,8
azxzyxgv,nzxzykgv,6
ycjfvtko,ycjfvtko,8
eymacrkx,rymacrkx,7
zjhmpbkl,zjhmpbkl,8
lfubxaid,lsubxaid,7
ofsmtcaw,ofsmtcaw,8
slmehfdo,symehfdo,7
jydhkkjm,jldhkkjm,7
uqmvogop,uqmvogop,8
xnhbztqu,xahoztqu,6
bfgoocqa,bfgoocqa,8
jujnicrj,juwnicrj,7
lfvrkggd,ysvrkggd,6
bnvontfy,bnvontfy,8
ttocidxs,ttocvdxs,7
icwdikae,ipwdikae,7
raccfnma,raccfnma,8
clhernqj,plhernqj,7
slwipvov,fljipvov,6
ssfforov,ssfforov,8
gdyhntfd,gqyhntfd,7
pcfkjnyb,ccfkjnyb,7
inqbxamn,inqbxamn,8
hrujawwo,heujawwo,7
rtkdvkds,rtkdikds,7
qrlpgmdd,qelpgmqd,6
oclifeiz,oclifriz,7
wpqabuxf,wpqabuxf,8
kolnwpwx,kolnwpux,7
nfurqyiu,afurqyiu,7
zldegnre,mldegnre,7
teucakaf,teucakaf,8
nsefvfuh,nsefvfuh,8
xemvfyfl,kemvfyfl,7
vkpywouv,ixpywbuv,5
hpweyxxu,upweyxxu,7
yonobklt,lonobklt,7
zlyahvju,zllahvju,7
pxvhvboo,pxvhvboo,8
afjolpyu,afjolpyu,8
gysjhayl,tysjhayl,7
lafqnctn,lafqnctn,8
sdfuvvyx,sqfuvvyx,7
qleqroqi,qleqroqi,8
qhhrqtbd,dhhrqted,6
ropsewwe,eodsewwe,6
ukugeauu,hxhgeauu,5
uvvleydt,uivleydg,6
spjuaydl,scjuaydl,7
kyoznray,kyoznray,8
ewauzkco,ewauzkcb,7
qmfbuoaj,dzfbuoaj,6
jdzzwjae,jqzzwjae,7
xrpgnewx,kepgnewz,5
khzhikdj,khzhikdj,8
jgxfdwvu,jtxsdwlu,5
fssqftbd,sfsqftbd,6
eroaswxf,rroaswlf,6
gohmvgmw,tohmvgmw,7
ocoungeo,opbungeo,6
xkuegsvd,xkuegsid,7
ckqfmpdr,pkdfmpdr,6
mqoqtyby,mqbqtaby,6
uelllchj,helllchw,6
dqyxykop,ddlxykop,6
uoqjlfjj,hbqjlfjj,6
qsfsbzqy,dsfsbzqy,7
mcwlhlpf,mcwlhlpf,8
hfvpnjkf,ufvpnjkf,7
seuitkxi,seuitkxi,8
qomszlix,dbmszlix,6
cerbygjw,cerbygjw,8
nxlssakz,axlssakz,7
rdpscobt,rdpscobt,8
bzfafgub,bziafgub,7
uaegfmqp,uaegfmqp,8
djsajsha,qjsawsha,6
aaezyzkc,anezyzkc,7
llwfzyxn,llwfzyxn,8
azcxovob,amcxovob,7
dtrcmqlh,dtrcmqlh,8
dzekzlwx,dzekzlwx,8
dzfnwcnz,dmfnwcnz,7
cxclumts,cxclumgs,7
tiimmcrz,giimmcrz,7
gdltfqjb,tdltfqjb,7
ellzyjaf,rllzyjaf,7
bsrkxoqf,ofrxxoqf,5
mdeuoofe,zqeuoofe,6
kqqxhmag,kqqxhmag,8
wrztgmao,wemtgmar,5
porrkufr,cbrrkufr,6
ubvedfcu,ubvedfcu,8
zitaqkoq,migaqkoq,6
dvnixabz,dinixabz,7
fdzhdxjw,fdzhdxjj,7
nvgowpkg,nvgowpkg,8
ypsjmmiz,ycsjmmiz,7
icpyuebb,icpyuebb,8
zxspyvgu,mxspyvgu,7
asnvxllt,nsaixllt,5
wchidtni,wcuidtni,7
nnaswkbu,naaswkbu,7
qjzacpkp,qjzacpkp,8
ilwokxmp,ilwokxmp,8
ljjihtle,ljjihtle,8
kcgpnuqy,xcgpnuql,6
qqwnmqsf,qqwnmtsf,7
qodfkkwf,qodfkkwf,8
lmffucyh,lzffucyh,7
flvaybku,syiaybku,5
fvfwxdix,fvpwxdix,7
rzxnyuyk,rmknyuyk,6
avmofkgq,avmofkgq,8
ovnungph,ovnungph,8
gduqkbxh,gquqvbxu,5
blzvihhs,blzvihhs,8
bvxvqdei,ovxvqdei,7
xzqiwnqa,xzqiwaqa,7
wxzavyhn,jkzavyhn,6
wnxmgrvq,wnxmgrvq,8
etcymddi,etcymddi,8
flgbciel,flgbciel,8
goecsvoj,toecsvoj,7
hsapchkr,hfnpchkr,6
htygxqvo,ugygxqvo,6
cltonfhg,cytonfhg,7
bxuapokq,bkuapokq,7
vnsunlis,vnsunbvs,6
irakswfc,iraksjfc,7
dllokytk,qllokytk,7
bumimcqa,bumimdqn,6
mroovegl,zroovegl,7
xmlouiqn,xmlouiqn,8
rwtbniyr,ejtbniyr,6
vsnarljs,isaarljs,6
fetoyrid,fetoyrid,8
pfomjazo,psozjazo,6
xnjkaqpu,xnjknqpu,7
tujjbkcu,thwjbkcu,6
inzqqawn,inzqqawn,8
llggwkgh,yltgwkgh,6
yintlkgs,yintlkgs,8
lmqbequi,lmdbequi,7
koewlbtp,koejlbtp,7
lltsjkyz,lltsjkyz,8
gaotckbl,tabtckbl,6
lmnsvait,ymnsvait,7
mrsndujz,mesndujz,7
oqojhvps,oqojuvps,7
mhtvtavj,zhtvtavj,7
bjhiokfg,bwhiokfg,7
wcepamxi,wcepamxi,8
kyossncw,kyossncw,8
mzjkydtt,zzjkydtt,7
cpkfcdth,cpkfcdth,8
mizegyom,mimegyom,7
zeywpvbv,zeywpvbv,8
kwvtawym,kwvtnwym,7
yevbxsqo,lrvbxsqo,6
imfmpoof,imsmpoof,7
vmhtywsy,vzutywsl,5
ipsoqjnw,vpsbqjnw,6
mdwovybg,mqwbvyog,5
vsmblxni,vsmblkni,7
ohifjyoh,ohifjyoh,8
abwcxyyv,nbjcxyyv,6
eepqbpjp,erpqbpjp,7
fiyodevi,fvyodevi,7
gbhrdshf,gourdshf,6
gvcayvae,tvpayvae,6
xtavhkjx,xtavhkjx,8
flpabhhi,flpabhhi,8
yptwcbhe,yptwcbhe,8
hmmazhky,hmzazhky,7
ytunyotk,ltunyotk,7
ecxlcdot,rpxlcdot,6
cxypkmvt,cxypkmvt,8
ridnwacl,eidnwacl,7
zktxohwh,mktxohwh,7
ptumjtel,cgumjrel,5
ejjtzygv,ewjtmygv,6
ztgkjwog,mtgkjwog,7
xlhlmoyj,kyhlmoyj,6
qywprsen,dywprsen,7
kwxfdqiw,kwkfdqiw,7
emhmzxoh,rzhmzxoh,6
fwreckwt,sjreckwt,6
flfvsqqq,slfvsqqq,7
wjylrbbs,wjylrbbs,8
jysuclxb,wysuclxb,7
wnsoftxk,wasoftxk,7
uwtzxwvn,hwtmxwvn,6
ikvfniyy,ikvfniyy,8
ezmhpojb,emmhpojb,7
rowujryc,rowujryc,8
hbtbgpad,uotbgpad,6
xpdyopdc,kpdyopdc,7
affhsyld,nffusyld,6
ubhcazlw,ubhcazlw,8
vwvoewsv,iwvoewfv,6
jnkfdzuu,jaksdzuu,6
uocnlwtj,uocnlwtj,8
wpnteqiq,wpnteqiq,8
hycfmcle,uycfmcle,7
olnojcrp,odnojcrp,7
wynuhtki,wlnghtki,6
qxucwxww,qkhcwxww,6
lodzveia,lbdzveia,7
kyyycypc,klyycypc,7
qoomlsbo,qoomlsbo,8
imyfnnzt,imyfnnzt,8
vpzdypxe,vpzdypxe,8
pabpmcdu,pnopmcdu,6
hvtgzdcx,hvtgzdcx,8
nhnmflfj,aunmflfm,5
dkhwtarj,qkhjtarj,6
eettvmvq,erttvmvq,7
kvftagvf,kvftagvf,8
yblvrzmj,yblvrzmj,8
ehdibgeu,ehdibgeu,8
xpyeomjw,kpyeomjw,7
tdktckpw,tdktckpw,8
cckrrhin,cpkrrhin,7
abywljsu,noywljsu,6
pbvmefwk,pbvmefwk,8
losvbbdr,losvbbqr,7
exbjoxfz,rkbjoxfz,6
tgciaukp,tgciavkp,7
giwfzylh,giwfzylh,8
akwsldmw,nkwsldmw,7
xqiyvhid,xdiyvhid,7
hhtwwoqp,uhgwwoqp,6
khuvgwht,xuhvgwht,5
hmktpomx,hmktpomx,8
bfdnlokc,bfdnlokc,8
kqwmlnwc,xqwmlnwc,7
xzstsonc,xzstsonc,8
cpqnkeeg,pcqnkeeg,6
bwzhnvqp,bjzhavqp,6
gjjfmkaa,gjjfmkaa,8
ydcdsbiy,ydcdsbiy,8
mcgojsha,mcgojsha,8
xcyfhdab,xcyfhdab,8
tzhejwoc,tzhrjwoc,7
znxblzqo,makblzqo,5
pffpzesm,pfspzesm,7
lyvpqzdp,lyipqzdp,7
rynxjsdr,rynxwsdr,7
kxyskjih,kxyskjih,8
mgpkvrix,mgpkvrix,8
ymvcopol,lmicopol,6
dkajwpbo,qkajwpbo,7
lpnccaet,ypnccaet,7
rzjlhtlx,rzjlhtlx,8
aoedanaz,noednnaz,6
xtmjvkux,ktmjvkux,7
glrgjyft,glrgjyft,8
pvibpsoo,pvibpsoo,8
agyurafh,atyurafh,7
vftdoesz,vftdoesz,8
yabnvglw,labnxglw,6
bauclktt,onuclktt,6
zegrecmn,megrecmn,7
odqyxkas,odqyxkas,8
ucusknxx,ucusknxx,8
llkproap,lykproap,7
jygdqsyv,wygdqsyv,7
tuzvriya,guzvriya,7
tgaqdfhk,ggaqdfhk,7
bmkawexj,bmkajexj,7
ntidvqsg,ntidvqsg,8
bjutqpva,bjutqpva,8
liioaddi,livoaddi,7
beafgrqy,beafgrqy,8
hofkfpva,uofkfpva,7
xwnyuwne,kwnyuwae,6
sslprwtv,sslprwtv,8
ltsryqkc,lgsryqkc,7
xhvzleaf,xuizleaf,6
itwwckta,itjwckta,7
beawxssi,orawxssi,6
rozymiyn,ebzymiyn,6
ddkvruol,dqkvruol,7
hcjkxaan,ucjkxaan,7
ingriqqn,iagridqn,6
lnprffww,lncrffww,7
drpwwmvp,drcwwmvp,7
fevmzojt,fevmzojt,8
svpziomk,svpziomk,8
godfpbru,godfpbrh,7
inivaucp,iaivaucp,7
dkrcmrlt,dxrcmrlt,7
gobkrjti,gobkrjti,8
pwusjfua,pwusjfua,8
udtbsgwe,udtbsgwe,8
nfoupgvi,nfoupgvi,8
jiarrdpk,jiarrdpk,8
pzfxgxdd,czfxgxdd,7
qpzrkjfo,qczrkjfo,7
szekdwpf,szrkdwpf,7
ivnsavoi,iinsavoi,7
autyzexg,augyzexg,7
jrqedrzh,wrqedrzh,7
nmznzcls,azznzcls,6
dsttahlm,qsttahlm,7
fnjvsaea,fajvsaea,7
himjedby,uimjedby,7
xraqsizj,xraqsizj,8
lrjmopmf,yewzopmf,4
xwlwljck,xjyjljck,5
scpcqtse,scccqtse,7
xgroakku,kgroakku,7
gxdhqpre,txdhqpre,7
qsgpdmev,dsgpdmev,7
dnttveta,qnttveta,7
mttkvhdm,zttkvhdm,7
pxbbhwcj,cxbbhwcj,7
rhetlgcj,ehrtlgcj,6
zfudbrjw,zsudbrjw,7
jkzrkanu,wkzrkanu,7
qjhsdgwa,qjusdgwa,7
fefawlrm,sefawlrz,6
kwtbxrjw,xwgbxrjw,6
viptzqxm,viptzqxm,8
kkoegfes,kkoegfes,8
ouhpaarj,buhpayrj,6
fihwwxbv,fihwwxov,7
eefplvsb,resplvsb,6
qlickrpg,dlicxrpg,6
trjskcuj,grjskcuj,7
izvmmkzj,imvmmkzj,7
ksochpwd,kfochpld,6
kiknzjof,xiknzjof,7
zbdobpkz,zbdobpkz,8
kttnwncj,xttnwncj,7
bcdalfjj,bcdalfjj,8
gdecfalk,tdecfclk,6
eejdmnks,rewdmnks,6
qkojnbni,qxojnbni,7
czmxuhdc,cmmxuhdc,7
jazftcdl,wazftcdl,7
bfjmzfcm,ofjmzfcm,7
omhjyegx,omhjyegx,8
kquvxvmh,xqhvxvmh,6
twspcugz,twsccugz,7
nsjilvdg,asjilvdg,7
adarname,ndarname,7
banttlni,onnttlni,6
zpqznein,zcqznein,7
ixniwzuo,vxniwzuo,7
pckdrlzn,cckdrlzn,7
gobzbgzu,gbbzbgzu,7
mwqjsqzj,mjqjsdzj,6
hvbhbvsg,hvbhbvsg,8
pfcwzdds,pfpwzdds,7
stgpgdpz,sttpgdpz,7
ddqoupan,qddoupan,6
iigguljp,iigguljp,8
gikkxsmv,gikkxsmv,8
sfeuvrwr,ffeuvrwr,7
xbzfvlcr,kbzfvlcr,7
pbsdhezr,pbsdhezr,8
dsduekfp,qsqueksc,4
ylcwgmek,llcwgmek,7
kzqduhmc,xmdduhmc,5
xcaszuxa,xcaszuxn,7
jesisjua,wesisjua,7
qsrwvjrs,dfrwvjrs,6
yzvrocdk,lzvropdk,6
mnftemlk,znftemlk,7
gyvxothh,glvxothh,7
inhwelqw,vnuwelqw,6
gqyqdmie,gdyqdmie,7
axajuymk,nkajuymk,6
segftkxm,segstkxm,7
htbsicep,utbsicep,7
qacqelwk,dncqelwk,6
tvwetbgp,tvwetbgp,8
fcuqrkzy,scuqrkzy,7
fblmxeer,fblmxeer,8
ochotgpl,ophotgpl,7
xalimidi,xalimidi,8
pmyjkspq,cmyjkspq,7
dzciyhzd,dzciyhzd,8
fsbgnqmq,fsognqmq,7
ibfjxlcb,ibfjxlcb,8
kvhgsbbb,kihgsbbb,7
rgmzmhij,egmzmhij,7
emvbqxtp,rmibqxtp,6
zzcilfhe,zzcilqhe,7
lobwwmbx,yobwwmbx,7
peejyxtl,crejyxtl,6
wdxbqzra,wqkbqzra,6
eobkrdtj,rbokedtj,4
xypuwwnm,xypuwwnm,8
joksdcnn,joksdcnn,8
omqgoytf,bzqgoytf,6
xapxmcoo,xapxmcoo,8
lrmqoypk,yrmqoypk,7
ygbxoipn,ytbxoipn,7
iixczwvp,ivxczwvp,7
oiogblfu,oiogblfu,8
lnjgwqjj,lnjgwqlj,7
bzcsytro,ozcsytro,7
okrkuayh,okrkualh,7
rjdkvfjx,ejdkvfjx,7
dhrwblxo,dhrwblxo,8
rlmoyhjm,elzoyhjm,6
xlnjoxuq,xyajoxuq,6
ixydkwya,ikydkjla,5
nwskvbxl,ajskvbxl,6
elorydte,eyorydte,7
xeutozga,xehtobga,6
xtzpferh,xtzpferh,8
faprsijk,fncrsijk,6
tfjtgxrx,gfjtgxrx,7
miifzugs,miifzugs,8
vraoqoag,vraoqoag,8
nrccpqwb,arcppqwb,6
ksphhabf,xfphhabf,6
ivtwftlf,vvtjftlf,6
zuwmnesp,mujmnesp,6
ahovegxk,nhovegxk,7
dxlwhmxm,dxlwhmxm,8
gyqczmrd,glqczmrd,7
wwtzcpbo,wwtzcpbo,8
qnjdsxzj,qnwdsxzj,7
xryavaal,xryavaal,8
qhygpkjt,qhygpkjt,8
tyvittxx,tyvittxx,8
dufckcng,dufckcng,8
rfhtmsuv,rfhtmsuv,8
zhcfyzqx,zhpfyzqx,7
lpdouoyq,ycdouoyq,6
yzfbywnd,lmfbywnd,6
btbhvnwc,btbhvnwc,8
lnugvcnz,lnugvcnm,7
holizlie,holizlie,8
icsmkayk,icsmkayk,8
iswebink,iswebink,8
abjosydc,abjosldc,7
pnplhpot,cnclhpod,5
ujrepgmk,uwrepgzk,6
kvgjvqeh,kvgjvqeh,8
knqjhyoz,knqjhyoz,8
hmyzoltr,hmyzoltr,8
oiwrzrcc,bvwrzrcc,6
xwnrugtv,xwnrugtv,8
jwoshrja,jjoshrja,7
ywxvqulv,ljxvdulv,5
smsklzaf,smsklzaf,8
wwngvqev,jjagvqev,5
niapfdav,avapfdav,6
dcpxzqbj,qcpxzqbj,7
gmofdmfs,gzofdmfs,7
ictjtmct,vctjtmct,7
kqqidsab,xddidsab,5
xfadrnhz,kfadrnhm,6
xbfzxrdn,kofzxrdn,6
xdklrnef,kdxlrnef,6
tiujqhec,tiujqhec,8
vqavwvqv,vdavwvqv,7
pdnrmmrj,cdnrmmrj,7
qffqfqxc,qfsqfqxp,6
okaifbpp,oxaifbpp,7
mevetfmt,mevetfmt,8
kieedapy,xveedapy,6
chnzfnwb,chnzfnwb,8
zuhkwgin,mhhkwgin,6
czouuwxr,cmouuwxr,7
gszhjmtn,tfmhjmtn,5
moxtyiou,mbxtyiou,7
lyrxmigh,llexmigh,6
swwewynt,swwewynt,8
snejyjhv,snejyjhv,8
zhxmcscn,zuxmcscn,7
dywbyzle,qywbyzle,7
ldhfxyet,ydhfxlet,6
pyanfktu,pyanfktu,8
tikkeqpg,gixkpqpg,5
eedglbja,eeqglbja,7
efubexrp,efubexrp,8
flxobhkd,flxobhkd,8
rewwzjgl,rewwzjtl,7
rzinlrka,rzinlrka,8
izfhekzz,izfhekzz,8
mhajgndm,zhajgndm,7
pvyihtbc,pvyihtbc,8
nesacsrv,nrsacsrv,7
syeumlgi,syeummgi,7
rvohmajq,rvbhmajq,7
nhrqxyfu,nhrqxyfu,8
vwqjlzfs,vwqjlzfs,8
xirchbne,xvrchbne,7
sanamrid,fanamrid,7
fyqgbhqn,syqgbhqn,7
ayyjsqri,ayyjsqri,8
gagmedtf,gatmeqtf,6
iugmokcy,iugmokcy,8
fsuckrri,fsuckrri,8
mbtiaewr,mbgiaewr,7
fhkedejv,fukedejv,7
fgcokfuf,fgcokfuf,8
edbpxqeu,eqopxqeu,6
zevzfqcr,mrvzfqcr,6
kplzyhhm,kclzyhhm,7
xbjckjcb,xbjcxjcb,7
ugimxsup,ugimxsup,8
mbrjuwth,mbrjuwth,8
wdmfzofi,wdzfzofi,7
ocjzeiaw,bcjzeiaw,7
bxjfwzei,bkjfwzei,7
mbladkvk,moyadkvk,6
teixvduk,trvxvduk,6
oxuurijf,oxuurijf,8
ijmirmoc,vwmirmoc,6
xicucvvk,xicucvvk,8
pwwjcqxh,pwwjcqxh,8
vmanbtkq,vmnnotkq,6
hyuxprpj,hluxprpj,7
zreycygh,mrrycygh,6
ctzakqga,cgzakqga,7
zspsxbru,zfcsxbru,6
accqmnmc,accqmnmc,8
ovquvleu,ovduvleu,7
buskhchm,ouskhchm,7
ylzlyuso,llzlyufo,6
xnivvask,xnivvask,8
czqzbwol,czqxbwcl,6
wkotiiuh,wkotivuh,7
xzgpaztn,xmgpaztn,7
lrauubuy,lrauubuy,8
snwtfqnl,sawtfqnl,7
anaigrkb,anaigrkb,8
zupcyxlu,zupcyxlu,8
jftdxlle,jstdxlle,7
vgtuigyb,vgtuigyb,8
mbbggnpj,mobggnpj,7
awokckkk,awokckkk,8
jjzjbsis,jjzjbsis,8
ypnpheou,lpnpheou,7
nsuepbuy,nsuepbuy,8
zujacngi,zhjacngi,7
lanwmhse,lnnwmhse,7
krzwfnpt,krzwfapt,7
cmwqdbee,czwqdbee,7
iqyalvox,vdlalvox,5
kiwmenoi,kiwmenoi,8
kzxlljkl,xmklljkl,5
ybjvayvv,ybjvayvv,8
xwiqopun,xwvqopun,7
jnjjkmmx,jnjjkmmx,8
znhehsbq,znhehsbq,8
xdpfxyut,kdpfxyut,7
ttgaabsp,tggaabsp,7
awqkwxqh,nwdkwxqh,6
ttgpytvb,ttgpytyb,7
lyvbcaea,ylvbcaea,6
gyslcpfg,gyslcpfg,8
oxohrvfo,bkohrvfo,6
ogwfaqnk,otwsaqnk,6
ycpufhlr,lcpufhlr,7
dljvkxnq,qyjvkxnq,6
emccrnxg,emccrnxg,8
sgwvyrhu,sgjvyrhu,7
bhgupqwl,ougupqwl,6
yjedsjgv,ljedsjgv,7
mbgjgjnj,mbgjgjnj,8
zyprxzlk,zycrxzlk,7
cvntyxfv,piatyxfv,5
kdpavxsj,xdcavxsj,6
emoiuhms,embiuhms,7
gpzamwnp,gcmamwnp,6
mrbhmryq,mrbhmryq,8
pldflopp,plqflopp,7
tavtbplo,tnigbplo,5
mskeqsdb,mskeqsdb,8
soapzslk,sbapzslk,7
hhbvccgs,hubvccgs,7
bhymleai,bhyzleai,7
fyjqbfex,fljqbfex,7
nbipecvx,noipecvx,7
enghvrkx,raghvrkx,6
sufuxwtr,shfuxwtr,7
xfzmsbhr,xszmsbur,6
vkveyvkj,vkveyykj,7
woovgxbg,wobvgnbg,6
kytofgdy,kytofgdy,8
onfrqplo,bnfrqplo,7
dkjxwokw,dkjxwokw,8
grppzozu,grppzozu,8
jpwxatfa,jpwxatfa,8
ybysgdrx,yoysgdrx,7
oontchnz,bontchnz,7
chsoijym,cusoijym,7
skcgetfh,skcgetfh,8
lxbcynza,yxbcynza,7
inlkswmd,inykswmd,7
bpqadyfy,bcqndyfy,6
hxwbgcdh,uxwbgcdh,7
cufzywng,phfzywng,6
djznwhot,qwmnwhot,5
ldxfdytv,yqkfdytv,5
zgngqtbi,zgngqtbi,8
wnenkcdr,wnenkcdr,8
tkkszxan,txkszxan,7
nqnmopfm,ndnmopsm,6
pfbivkps,pfbivkps,8
cgpeafpg,pgceafpg,6
cicdhenf,pvpdhenf,5
ccyydnno,ccyydnno,8
upgcqzbn,uctcqzbn,6
ucpmruyt,ucpmruyt,8
nchqnhms,nchqnums,7
peilzpzo,peilzpzo,8
grvopybr,gevopyor,6
jykesnsn,jykesnsn,8
yzwmyyhn,lzwmyyhn,7
hgsuzxyk,utsuzxyk,6
syzakuqx,fyzakuqx,7
iiglpvzt,iiglpvzt,8
louxfwht,youxfwht,7
qgmamqko,qgzamqko,7
slvvsqxg,slvvsqxt,7
dluiyusw,dluiyusw,8
bejidksp,brwidksp,6
wazjtxqw,wamjtxqw,7
fpmmsdef,fpmmfqef,6
lmoxvwfe,lmoxvwfe,8
ijofelhy,vjofelhy,7
kbjzglro,kowzgyro,5
ukgwbayl,ukgwbayl,8
psalxswp,csalaswp,6
vihyucpi,vihyucpi,8
iqxydyby,vdxydyby,6
zzfssekq,zzfssekq,8
jtrmcrlc,wtrmcrlc,7
chngogof,chngogof,8
vuebwpdu,iurbwpdu,6
svgtexzj,figtexzj,6
zswzjwlq,zswzjwlq,8
kmmzlwao,xzmzlwao,6
dnqaaxvr,dnqaaxvr,8
qdvnditw,qdvnditw,8
yphmhqes,yphmhqes,8
skgqreap,skgqreap,8
kacsxgzi,kncsxgzv,6
albkaoxd,nlbkaoxd,7
nludumsv,nludumsv,8
ggohfjcu,tgbhsjcu,5
lmdivjae,ymdvvjae,6
uqlbhgoh,hqlbhgoh,7
zaolpvgd,mnolpvgd,6
micwbpnt,zipwbpnt,6
lsoadcfx,lsoadcfx,8
vrvovfoj,vriovfoj,7
jnkmezcq,jnkmezcq,8
gozlkqaj,tbmlkqaj,5
hawukqxh,unwukqyh,5
irrhcslg,ierhcslg,7
gspdlmzb,gspdlmzb,8
sdfjzcyd,fqfjzcyd,6
lveuxkou,yveuxkou,7
wjaugbvb,wwaugbvb,7
wmmatoco,wmmntoco,7
mpdtowbw,mcdtowbw,7
ngupvrtb,agupvrtb,7
veljjlmv,veljjlmv,8
hwxllaiw,hjxllaiw,7
bgjissko,ogjissko,7
relwddhg,rrlwddhg,7
kjhjnnrs,xwhjnnrs,6
ozminmgb,bzminmgb,7
ormxhdhn,bemxhdha,5
bcvovodp,bcvovodp,8
rptocgvp,rctbcgvp,6
uhszzlsp,uhszzlsp,8
vorbysmq,ibrbysmq,6
jvcfyabi,jvcfyabi,8
kwfyvhlc,kwfyvhlc,8
vfjkafjf,vfjkafjf,8
pdblybhn,cdblybhn,7
oblbgfwd,bblbgfwd,7
potjnhjw,cotjahjw,6
jktgsyfy,jkggsyfy,7
gqinrrli,tqinrrli,7
wjuuljuy,jwhuljuy,5
qbupwwmn,qoupwwmn,7
ydsbgdwb,yqfbgdwb,6
duyqjehj,duyqjehj,8
hmwekgcf,hmwekgcf,8
llmqtuyd,llzqtuyd,7
ifshnoxh,isshnoxh,7
cvlbzmwr,cvlbzmwr,8
jwgoiitd,jjgoiitd,7
tohllady,tohllady,8
llnadtld,llnadtlq,7
yaeqpmgv,yaeqpmgv,8
wuosxkzz,whosxkzz,7
fwkspaeo,fwkspaeo,8
rijrgsge,rijrgfge,7
hiubmuas,uvhbmuas,5
lmrgdrvo,lzrgdrvo,7
iuevpubj,vhevpubj,6
gfekiiwz,gfekiiwz,8
ljbgzhcb,ljbgzhcb,8
ipldfkei,icldfkei,7
zperpnfl,zperpnfl,8
igjhjnmj,vgjhjnmj,7
hxpajiik,uxpajiik,7
yhkbqqxj,yukoqqxj,6
womivjjs,womivjjs,8
zitwaxrn,zvtwaxrn,7
ramugihs,ramugihs,8
pogzaoem,cbgzaoem,6
omrspnfu,omespnfu,7
daebzipl,daebzipy,7
ecppkusz,ecppkusb,7
vtckikdn,vtckikdn,8
sdzksscx,sdzksscx,8
owedvvze,owedvvme,7
sdncedos,fdncedos,7
ukabmfzg,ukabmfzg,8
dfitljpv,dfitljpv,8
szigahdd,fzigahdd,7
whuplggm,whuplggz,7
qobibrpd,qbbibrpd,7
obhqsqgj,obuqsqgj,7
vraskhjh,irasxhjh,6
jwfalttk,jjfalttk,7
jfidxxhl,wsidxxhl,6
rjxzxsuk,rjxzxsuk,8
ubovurbr,ubovurbr,8
yeqbpect,ledbpgct,5
mlaqsotw,zyaqsotw,6
heyyxlfd,heyyxlfd,8
zdcovmba,zdcovmba,8
inibsdzq,inibsdmq,7
cklsdsjx,cxlsdsjx,7
cwgvvpov,cjgvvpov,7
jufpzdpm,whfpzdpm,6
zhkhrwfw,mhkhrwfw,7
wsdbrzvp,wsdbrzvp,8
jvoxdrte,jvoxdrtr,7
fxcjaqlw,fxcjaqlw,8
jrqvszvr,wrqvszvr,7
tmkyzpyp,gmkyzpyp,7
qykcgfyo,dlkcgfyo,6
nwvukbvb,awvukbvb,7
rkoyrfdz,rkoyrfdz,8
fzqrcubw,fzdrcubw,7
jsqrstlu,jfqrstlu,7
sewzarbj,fewzarbj,7
jsqifgua,wsqifgun,6
nifnmlej,nisnmlrj,6
ppokummp,cpokummp,7
iyzviyqw,ilzviyqw,7
texilepm,trxiledm,6
mfegkinm,mfegkinm,8
jqtmxiqc,jqtmxiqc,8
abotyqkq,abotyqkq,8
wwypgehi,wwypgehi,8
qdzhzpub,qdzhzpub,8
jhshjkzw,whshjkzw,7
cqporrft,pqporrft,7
